Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
09/02/1986,Dellacha,visitante,victoria,2,1,Gimnasia y Esgrima (La Plata),28° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
16/02/1986,Dellacha,local,victoria,4,0,Español,29° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
23/02/1986,Dellacha,visitante,derrota,3,4,Boca Juniors,30° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
26/02/1986,Dellacha,local,empate,3,3,Ferro C. Oeste,31° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
02/03/1986,Dellacha,visitante,derrota,1,3,Platense,32° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
09/03/1986,Dellacha,local,victoria,2,1,Temperley,33° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
16/03/1986,Dellacha,visitante,victoria,3,0,Instituto,34° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
06/04/1986,Dellacha,local,derrota,0,1,Unión (Santa Fe),36° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
13/04/1986,Dellacha,visitante,victoria,3,2,Estudiantes (La Plata),37° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
20/04/1986,Dellacha,local,empate,1,1,San Lorenzo de Almagro,38° fecha del Campeonato de 1° 'A' 1985/86,-,-,-,-,foto,sin datos,45,90,0,0
04/06/1986,Dellacha,local,victoria,2,0,Lanús,4to de final del Reducido 1986,Ferro,Pérez,"Carlos Gay; Oscar López Turitich, Corrado, Eduardo Papa y Carlos Torino; Daniel Messina (80 Carrizo), Claudio Cabrera y Claudio García; José Iglesias, Labaroni y Héctor Herrero.","Osvaldo Santos; Antonio Váttimos, Luis Sánchez Sotelo, Ricardo Demagistris y Juan C Ramírez; Rolando Bertolini, Ángel Mamberto y Héctor Vicente (70 Hugo Lacava Schell); Sergio Saturno, Leonardo Rodríguez y Gilmar Villagrán (51 Rubén Rojas).",foto,44 GOL Héctor Herrero (HUR)<br>51 GOL Claudio García (HUR),45,90,0,0
07/06/1986,Dellacha,visitante,victoria,3,2,Lanús,4to de final del Reducido 1986,Monumental,Carlos Mastrángelo,"Carlos Gay; Oscar López Turitich, Corrado, Eduardo Papa y Carlos Torino; Daniel Messina (73 José Zuttión), Claudio Cabrera y Claudio García; José Iglesias, Labaroni y Héctor Herrero.","Osvaldo Santos; Juan C Ramírez, Luis Sánchez Sotelo, Ricardo Demagistris y José Serrizuela; Rolando Bertolini, Ángel Mamberto (46 Oscar Lebioso), Néstor Sicher; Sergio Saturno, Rubén Rojas y Leonardo Rodríguez (61 Hugo Lacava Schell).",foto,23 GOL Daniel Messina (HUR) <br>27 GOL Claudio García (HUR)<br>55 GOL Héctor Herrero (HUR)<br>73 GOL Rojas (LAN) <br>77 GOL José Serrizuela (LAN),45,90,0,0
11/06/1986,Dellacha,local,victoria,1,0,Los Andes,Semifinal del Reducido 1986,José Amalfitani,Jorge Borrelli,"Carlos Gay; Oscar López Turitich, Corrado, Eduardo Papa y Carlos Torino; Daniel Messina, Claudio Cabrera y Héctor Herrero; Claudio García, José Iglesias y Darío Labaroni.","Panciroli; Escobedo, Cuffaro Russo, Medina y Meza; Pizzo, Castro y Galloni, Ariel Paolorossi, Alarcón y Cuellos.",foto,11 GOL Claudio García (HUR),45,90,0,0
14/06/1986,Dellacha,visitante,victoria,3,1,Los Andes,Semifinal del Reducido 1986,Independiente,Manuel Jácome,"Carlos Gay; Oscar López Turitich, Corrado, Eduardo Papa y Carlos Torino; Daniel Messina, Claudio Cabrera y Héctor Herrero; Claudio García, José Iglesias y Darío Labaroni (73 Carrizo).","Panciroli; Escobedo, Ariel Cuffaro Russo, Medina y Meza; Pizzo, Castro y Galloni (69 Lanzidei); Ariel Paolorossi, Alarcón (62 Díaz) y Cuellos.",foto,24 GOL Escobedo (AND)<br>40 GOL Eduardo Papa (HUR)<br>58 EXP Castro (AND)<br>59 GOL Carlos Torino (HUR)<br>65 GOL José Iglesias (HUR),45,90,0,0
18/06/1986,Dellacha,visitante,derrota,0,1,Italiano,Final del Reducido 1986,Ferro,Pérez,"Carlos Gay; Oscar López Turitich (23 Bottari), Corrado, Eduardo Papa y Carlos Torino; Daniel Messina, Claudio Cabrera y Héctor Herrero; Claudio García, José Iglesias y Darío Labaroni (43 Gustavo Carrizo).","Lanari; Gioffré, Bianculli, Díaz y Albariño (65 Álvarez); Capocetti, Pereyra y Gómez; Salas (65 Sthelik), Godoy y Héctor Rivoira.",foto,68 GOL Gómez (ITA)<br>89 EXP Daniel Messina (HUR)<br>89 EXP Gómez (ITA),45,90,0,0
21/06/1986,Dellacha,local,victoria,2,1,Italiano,Final del Reducido 1986,José Amalfitani,Jorge Borrelli,"Carlos Gay; Oscar López Turitich (50 Bottari), Romero, Eduardo Papa y Carlos Torino; Daniel Messina, Claudio Cabrera y Vázquez (89 José Zuttión); Claudio García, José Iglesias y Héctor Herrero.","Lanari; Gioffré, Bianculli, Díaz y Albariño (64 Sthelik); Capocetti, Álvarez y Gómez; Salas (64 Lucero), Godoy y Héctor Rivoira.",foto,10 GOL Eduardo Papa (HUR)<br>61 GOL José Iglesias (HUR)<br>80 GOL Lucero (ITA)<br>89 EXP Héctor Herrero (HUR),45,90,0,0
24/06/1986,Dellacha,neutral,empate,2,2,Italiano,Final (desempate) del Reducido 1986,José Amalfitani,Patricio Sinnott,"Carlos Gay; Bottari, Romero, Eduardo Papa y Carlos Torino; Daniel Messina, Claudio Cabrera y Vázquez (80 Gustavo Carrizo); Claudio García, José Iglesias y José Zuttión (106 Corrado).","Lanari; Álvarez, Bianculli, Díaz y Gioffré; Héctor Rivoira (46 Kopriva), Capocetti (24 Albariño) y Gómez; Salas, Godoy y Lucero.",foto,<b>1° Tiempo: Huracán 0x0 Italiano</b><br>52 GOL Eduardo Papa (HUR)<br>55 GOL Díaz (ITA)<br>Se juega Tiempo Extra de 30 minutos<br>97 GOL Claudio García (HUR)<br>117 GOL Lucero (ITA)<br>120 EXP José Iglesias (HUR)<br><b>PEN Penales: Huracán 2x4 Italiano</b>,45,90,0,0
19/07/1986,Cappa,visitante,empate,0,0,Central Norte (Salta),1° fecha del Nacional B 1986/87,Central Norte (Salta),Manuel Jácome,"Carlos Gay; Eugenio Gentile, Sergio Govagnoli, Hugo Álves y Carlos Torino; Carrizo, Rinaldi (70 Marcelo Barticiotto), Hebert Birriel y Claudio Messina; Alfredo Torres y Víctor Delgado.","Zurita; Sánchez, Rodríguez, Robles y Tejeda; Godoy (76 Barrios), Roldán y Agüero (76 Alegre); Zingariello, Mattei y Carrazana.",foto,1° Tiempo: Central Norte 0x0 Huracán,90,45,0,0
26/07/1986,Cappa,local,victoria,2,0,Dep. Maipú (Mendoza),2° fecha del Nacional B 1986/87,Tomás A. Ducó,Carlos Mastrángelo,"Carlos Gay; Gentile, Sergio Govagnoli, Hugo Álves y Carlos Torino; Rinaldi (50 Papa), Hebert Birriel, Héctor Herrero (76 Claudio Mir) y Daniel Messina; Ariel Paolorossi y Alfredo Torres.","Murcia; Lamolla, Scivoletto, Fóppoli y Barragán; Rogel (69 Olmos), Pralong y Gómez (45 Subase); Gauto, Corró y Bernio.",foto,24 GOL Hugo Alves (HUR)<br>40 GOL Alfredo Torres (HUR)<br>41 EXP Pralong (MAI)<br>46 EXP Carlos Torino (MAI),90,45,0,0
02/08/1986,Cappa,visitante,derrota,1,2,Atl. Concepción (Tucumán),3° fecha del Nacional B 1986/87,Concepción (Tucumán),Carlos Coradina,"Carlos Gay; Hugo Álves, Eugenio Gentile, Papa (80 Papa) y Sergio Govagnoli; Rinaldi (46 Claudio Mir), Hebert Birriel, Héctor Herrero y Messina; Paolorossi y Alfredo Torres.","Ibáñez; Medina, Villafañe, Nievas y Acuña; Fanjul, Elizeche y Jerez; Celaya (88 Ferreyra), Coria y Ruiz (75 Santos).",foto,24 GOL Rinaldi (HUR)<br>41 GOL Ruiz (CON)<br>56 GOL Elizeche (CON)<br>80 EXP Giovagnoli (HUR)<br>90 EXP Hugo Álves (HUR),90,45,0,0
13/08/1986,Cappa,local,victoria,2,1,Colón (Santa Fe),4° fecha del Nacional B 1986/87,Tomás A. Ducó,Vigliano,"Carlos Gay; Eugenio Gentile, Vidal, Hugo Alves y Eduardo Papa; Daniel Messina, Rinaldi (67 Carrizo), Hebert Birriel y Héctor Herrero (62 Claudio Mir); Ariel Paolorossi y Alfredo Torres.","Carnevali; Juncos, Wermer, Belén y Horacio Schneider; Godano, Carmona y Bachino (84 Medina); Héctor López (65 Javier López), Parodi y Gamarra.",foto,17 GOL Daniel Messina (HUR)<br>60 GOL Bachino (COL)<br>86 EXP Belen (COL)<br>86 EXP Eduardo Papa (HUR)<br>89 GOL Hugo Álves (HUR),45,90,0,0
16/08/1986,Cappa,visitante,empate,1,1,Banfield,5° fecha del Nacional B 1986/87,Tomás A. Ducó,Ricardo Calabria,"Carlos Gay; Hugo Álves, Eugenio Gentile, Sergio Giovagnoli y Carlos Torino; Daniel Messina, Hebert Birriel, Héctor Herrero y Alfredo Torres; Ariel Paolorossi y Claudio Mir.","Ferrari; Marcich, Clide Díaz, Cardozo y Vázquez; Benítez, Zuttión, García y Molina; Hernández y Orte.",foto,43 GOL Robinson Hernández (BAN)<br>50 GOL Ariel Paolorrosi (HUR),45,90,0,0
23/08/1986,Cappa,local,victoria,2,0,Ferro C. Oeste (La Pampa),6° fecha del Nacional B 1986/87,Ferro,González,"Carrlos Gay; Hugo Álves, Eugenio Gentile, Sergio Giovagnoli y Carlos Torino; Daniel Messina (56 Claudio Mir), Hebert Birriel, Héctor Herrero y Alfredo Torres; Ariel Paolorossi y José Iglesias.","López; Colacray, Zárate González, Morales y Biaggio; Zimmerman, Nardoni y Molina (66 Bianco); Paolantonio (75 Benítez), Vasilchik y Fernández.",foto,60 GOL Héctor Herrero (HUR)<br>81 GOL José Iglesias (HUR),45,90,0,0
29/08/1986,Cappa,visitante,empate,1,1,Guaraní A. Franco (Posadas),7° fecha del Campeonato Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
06/09/1986,Cappa,local,victoria,4,2,Mandiyú (Corrientes),9° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
11/09/1986,Cappa,local,empate,2,2,Gimnasia y Esgrima (Jujuy),11° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
13/09/1986,Cappa,visitante,victoria,1,0,Defensa y Justicia,10° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
16/09/1986,Cappa,visitante,derrota,0,3,Chacarita Juniors,8° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
27/09/1986,Cappa,visitante,victoria,9,2,Unión (San Juan),12° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
04/10/1986,Cappa,local,victoria,4,1,Central Córdoba (Santiago),13° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
08/10/1986,Cappa,visitante,empate,0,0,Douglas Haig (Pergamino),14° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
11/10/1986,Cappa,local,victoria,2,0,Belgrano (Córdoba),15° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
18/10/1986,Cappa,visitante,victoria,4,2,Los Andes,16° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
25/10/1986,Cappa,local,victoria,2,0,Cipolletti (Confluencia),17° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
01/11/1986,Cappa,visitante,derrota,0,2,Lanús,18° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
05/11/1986,Cappa,local,victoria,2,0,Tigre,19° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
09/11/1986,Cappa,visitante,victoria,2,2,Chaco For Ever,20° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
15/11/1986,Cappa,local,empate,1,1,Armenio,21° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
22/11/1986,Cappa,local,victoria,2,0,Central Norte (Salta),22° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
30/11/1986,Cappa,visitante,derrota,0,3,Dep. Maipú (Mendoza),23° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
06/12/1986,Cappa,local,victoria,3,0,Atl. Concepción (Tucumán),24° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
10/12/1986,Cappa,visitante,derrota,1,2,Colón (Santa Fe),25° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
13/12/1986,Cappa,local,derrota,1,2,Banfield,26° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
21/12/1986,Cappa,visitante,empate,1,1,Ferro C. Oeste (La Pampa),27° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
21/01/1987,Cappa,local,victoria,1,0,Guaraní A. Franco (Posadas),28° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
24/01/1987,Cappa,local,empate,1,1,Chacarita Juniors,29° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
01/02/1987,Leone,visitante,victoria, 2,1,Mandiyú (Corrientes),30° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
07/02/1987,Leone,local,victoria,1,0,Defensa y Justicia,31° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
15/02/1987,Leone,visitante,derrota,1,2,Gimnasia y Esgrima (Jujuy),32° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
21/02/1987,Leone,local,victoria,3,2,Unión (San Juan),33° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
28/02/1987,Leone,visitante,victoria,3,2,Central Córdoba (Santiago),34° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
07/03/1987,Leone,local,victoria,2,0,Douglas Haig (Pergamino),35° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
15/03/1987,Leone,visitante,derrota,2,3,Belgrano (Córdoba),36° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
21/03/1987,Leone,local,victoria,3,0,Los Andes,37° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
29/03/1987,Leone,visitante,empate,1,1,Cipolletti (Confluencia),38° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
04/04/1987,Leone,local,victoria,3,0,Lanús,39° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
14/04/1987,Leone,visitante,derrota,0,4,Tigre,40° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
18/04/1987,Leone,local,victoria,4,1,Chaco For Ever,41° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
02/05/1987,Tardivo,visitante,derrota,1,4,Armenio,42° fecha del Nacional B 1986/87,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
09/05/1987,Tardivo,visitante,victoria,1,0,Mandiyú (Corrientes),4to de final del Reducido 1987,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
16/05/1987,Tardivo,local,victoria,1,0,Mandiyú (Corrientes),4to de final del Reducido 1987,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
23/05/1987,Tardivo,visitante,derrota,0,1,Belgrano (Córdoba),Semifinal del Reducido 1987,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
30/05/1987,Tardivo,local,derrota,1,2,Belgrano (Córdoba),Semifinal del Reducido 1987,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
02/08/1987,D'Accorso,visitante,victoria,2,1,Central Córdoba (Santiago),1° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
08/08/1987,D'Accorso,local,derrota,1,2,Dep. Maipú (Mendoza),2° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
17/08/1987,D'Accorso,visitante,victoria,1,0,Temperley,3° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
22/08/1987,D'Accorso,local,victoria,2,1,Belgrano (Córdoba),4° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
29/08/1987,D'Accorso,visitante,victoria,3,0,Italiano,5° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
05/09/1987,D'Accorso,local,victoria,1,0,Guaraní A. Franco (Posadas),6° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
12/09/1987,D'Accorso,visitante,victoria,2,0,Lanús,7° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
19/09/1987,D'Accorso,local,derrota,0,1,Mandiyú (Corrientes),8° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
27/09/1987,D'Accorso,visitante,victoria,2,1,Cipolletti (Confluencia),9° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
03/10/1987,D'Accorso,local,victoria,2,1,Tigre,10° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
10/10/1987,D'Accorso,visitante,derrota,0,3,Atl. Tucumán,11° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
17/10/1987,D'Accorso,local,victoria,2,0,Gimnasia y Esgrima (Jujuy),12° fecha del Nacional B 1987/88,estadio,árbitro,Huracán,rival,foto,sin datos,45,90,0,0
