Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
19/09/1909,Villar,visitante,victoria,-,-,Pequeño Beresford,9° fecha de la Liga Centenario 1909,Lacarra y Rivadavia,-,-,-,foto,sin datos,45,90,0,0
03/10/1909,Villar,visitante,victoria,-,-,Cóndor de Los Andes B,10° fecha de la Liga Centenario 1909,Piñeiro,-,-,-,foto,sin datos,45,90,0,0
21/11/1909,Villar,local,victoria,-,-,Patriota del Sud,Desempate de Sección B de la Liga Centenario 1909,Mendoza y Colorado,-,-,-,foto,sin datos,45,90,0,0
05/12/1909,Villar,local,victoria,-,-,Cóndor de Los Andes A,Semifinal de la Liga Centenario 1909,Mendoza y Colorado,-,-,-,foto,sin datos,45,90,0,0
09/01/1910,Villar,visitante,derrota,1,2,Unión Barracas,Final de la Liga Centenario 1909,Mtro. Brin y Carcarañá,-,-,-,foto,sin datos,45,90,0,0
30/01/1910,Dellisola,visitante,victoria,-,-,Argentino de Avellaneda B,1° fecha del Verano 1910 de la Liga 43,Mitre y Ocantos,-,-,-,foto,sin datos,45,90,0,0
13/02/1910,Dellisola,visitante,victoria,-,-,Progreso Argentino,2° fecha del Verano 1910 de la Liga 43,Pavón y Agüero,-,-,-,foto,sin datos,45,90,0,0
06/03/1910,Dellisola,visitante,victoria,-,-,Lanús Juniors,3° fecha del Verano 1910 de la Liga 43,Lanús Juniors,-,-,-,foto,sin datos,45,90,0,0
13/03/1910,Dellisola,visitante,victoria,-,-,Argentino de Avellaneda,4° fecha de Verano 1910 de la Liga 43,Mitre y Ocantos,-,-,-,foto,sin datos,45,90,0,0
03/04/1910,Dellisola,local,victoria,-,-,Columbia,6° fecha del Verano 1910 de la Liga 43,Chiclana y La Plata,-,-,-,foto,sin datos,45,90,0,0
10/04/1910,Dellisola,visitante,victoria,-,-,Polo Norte,7° fecha del Verano 1910 de la Liga 43,Puente Crucecita,-,-,-,foto,sin datos,45,90,0,0
17/04/1910,Dellisola,local,victoria,-,-,Argentino de Avellaneda B,8° fecha del Verano 1910 de la Liga 43,Chiclana y La Plata,-,-,-,foto,sin datos,45,90,0,0
24/04/1910,Dellisola,local,vitoria,-,-,Progreso Argentino,9° fecha del Verano 1910 de la Liga 43,Chiclana y La Plata,-,-,-,foto,sin datos,45,90,0,0
05/05/1910,Dellisola,local,victoria,-,-,Lanús Juniors,10° fecha del Verano 1910 de la Liga 43,Freire y Zabala,-,-,-,foto,sin datos,45,90,0,0
00/00/1910,Dellisola,local,victoria,G,P,Argentino de Avellaneda,5° fecha del Verano 1910 de la Liga 43,-,-,-,-,foto,Partido ganado por abandono,45,90,0,0
00/00/1910,Dellisola,visitante,victoria,G,P,Columbia,11° fecha del Verano 1910 de la Liga 43,-,-,-,-,foto,Partido ganado por abandono,45,90,0,0
00/00/1910,Dellisola,local,victoria,G,P,Polo Norte,12° fecha del Verano 1910 de la Liga 43,-,-,-,-,foto,Partido ganado por abandono,45,90,0,0
03/07/1910,Dellisola,local,victoria,-,-,Leandro N. Alem,1° fecha del Invierno 1910 de la Liga 43,Cruz y Centenera,-,-,-,foto,sin datos,45,90,0,0
10/07/1910,Dellisola,local,-,-,-,San José Juniors,2° fecha del Invierno 1910 de la Liga 43 (anulado),Cruz y Centenera,-,-,-,foto,sin datos,45,90,0,0
17/07/1910,Dellisola,local,victoria,-,-,Leales,2° fecha del Invierno 1910 de la Liga 43,Cruz y Centenera,-,-,-,foto,sin datos,45,90,0,0
31/07/1910,Dellisola,visitante,derrota,-,-,Lanús Juniors,3° fecha del Invierno 1910 de la Liga 43,Lanús Juniors,-,-,-,foto,sin datos,45,90,0,0
14/08/1910,Dellisola,visitante,-,-,-,San José Juniors,4° fecha del Invierno 1910 de la Liga 43 (anulado),Villa Domínico,-,-,-,foto,sin datos,45,90,0,0
21/08/1910,Dellisola,local,-,-,-,Argentino de Avellaneda,4° fecha del Invierno 1910 de la Liga 43 (anulado),Cruz y Centenera,-,-,-,foto,sin datos,45,90,0,0
04/09/1910,Dellisola,local,-,-,-,Caballito Nottingham,4° fecha del Invierno 1910 de la Liga 43 (anulado),Cruz y Centenera,-,-,-,foto,sin datos,45,90,0,0
18/09/1910,Dellisola,visitante,victoria,-,-,Peñarol Porteño,4° fecha del Invierno 1910 de la Liga 43,Villa Domínico,-,-,-,foto,sin datos,45,90,0,0
25/09/1910,Dellisola,visitante,victoria,-,-,Buenos Aires,5° fecha del Invierno 1910 de la Liga 43,Ocantos 540,-,-,-,foto,sin datos,45,90,0,0
02/10/1910,Dellisola,visitante,-,-,-,Sarandí Juniors,6° fecha del Invierno 1910 de la Liga 43 (anulado),Sarandí Juniors,-,-,-,foto,sin datos,45,90,0,0
16/10/1910,Dellisola,visitante,-,-,-,Caballito Nottingham,6° fecha del Invierno 1910 de la Liga 43 (anulado),Caballito Nottingham,-,-,-,foto,sin datos,45,90,0,0
23/10/1910,Dellisola,local,victoria,-,-,Lanús Juniors,6° fecha del Invierno 1910 de la Liga 43,Cruz y Centenera,-,-,-,foto,sin datos,45,90,0,0
06/11/1910,Dellisola,visitante,victoria,-,-,Leandro N. Alem,7° fecha del Invierno 1910 de la Liga 43,Ocantos 540,-,-,-,foto,sin datos,45,90,0,0
20/11/1910,Dellisola,local,victoria,-,-,Peñarol Porteño,8° fecha del Invierno 1910 de la Liga 43,Cruz y Centenera,-,-,-,foto,sin datos,45,90,0,0
27/10/1910,Dellisola,local,victoria,-,-,Buenos Aires,9° fecha del Invierno 1910 de la Liga 43,Cruz y Centenera,-,-,-,foto,sin datos,45,90,0,0
15/01/1911,Dellisola,visitante,victoria,-,-,Leales,10° fecha del Invierno 1910 de la Liga 43,Belgrano 1328 -Crucecita-,-,-,-,foto,sin datos,45,90,0,0
22/01/1911,Dellisola,neutral,empate,3,3,Nacional,Amistoso 1911,Villa Lugano,-,"Sosa; Gimeno y Romeo Martínez; Alejandro Benítez, Agustín Alberti y Pedro Martínez; Ernesto Dellisola, José González, José Laguna, Máximo Berrondo y Vicente Chiarante.","Emeterio Acevedo, Sciammarella.",foto,GOL José Laguna (HUR)</br>GOL Agustín Alberti (HUR)</br>GOL José González (HUR),45,90,0,0
20/01/1914,A Alberti,visitante,empate,1,1,Colegiales,Amistoso 1914,Blandengues y Manzanares,desconocido,"Juan Idiarte y Félix Spalasso; Pedro Martínez; José Laguna","-",foto,GOL Pedro Martínez (HUR)</br>15 GOL Solari (LUN),45,90,0,0
22/02/1914,A Alberti,neutral,victoria,4,2,Ferro C. Oeste,1° fase del Reducido 1914,Estudiantes,Cursach,"Enrique Berni; Pedro Martínez y Mario Bassadone; Abelardo González, Agustín Alberti y Ernesto Dellisola.","Zelis; Martín y Spikermann; Moggio, Alessi y Elordi.",foto,5 GOL Abelardo González (HUR)</br>10 GOL Agustín Alberti (HUR)</br>1° Tiempo: Huracán 2x0 Ferro</br>18 GOL Abelardo González (HUR)</br>21 GOL Moggio (FCO)</br>24 GOL Martín (FCO)</br>27 GOL Mario Bassadone (HUR),15,30,0,0
22/02/1914,A Alberti,neutral,derrota,1,2,Platense,Semifinal del Reducido 1914,Estudiantes,desconocido,"Enrique Berni; Pedro Martínez y Mario Bassadone; Abelardo González, Agustín Alberti y Ernesto Dellisola.","A Pérez; Ansaldo y Martínez; Fraga, Balmaceda y A Pérez.",foto,5 GOL A Pérez (PLA)</br>1° Tiempo: Huracán 0x1 Platense</br>16 GOL Ernesto Dellisola (HUR)</br>19 GOL Fraga (PLA),15,30,0,0
15/03/1914,A Alberti,visitante,empate,1,1,Estudiantes,Amistoso 1914,Estudiantes,Mac Carthy,"Enrique Berni; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Francisco Santos, Fernández, José Laguna, Martín Salvarredi y Abelardo González.","Croce; Krieger y Pavlosky; Spinelli, Finlay y A Sáenz; Casado, C Sáenz, Maiztegui, Susán y Nurray.",foto,GOL Casado (EST)</br>GOL Spinelli (HUR) -en contra-,45,90,0,0
29/03/1914,A Alberti,visitante,victoria,4,2,Ferro C. Oeste,1° fecha del Campeonato 1914,Caballito,Mac Carthy,"Enrique Berni; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Ernesto Dellisola, Elizardo Fernández, José Laguna, Martín Salvarredi y Abelardo González.","Zelis; Spikermann y E Martín; Caprile, Elordi y Lamique; A Martín, Alessi, Dufresne, Roldán y Moggio.",foto,10 GOL José Laguna (HUR)</br>40 GOL Roldán (FCO)</br>47 GOL Elizardo Fernández (HUR)</br>56 GOL José Laguna (HUR)</br>67 GOL Moggio (FCO)</br>75 GOL Elizardo Fernández (HUR),45,90,0,0
05/04/1914,A Alberti,visitante,victoria,10,1,Comercio,2° fecha del Campeonato 1914,Comercio,Lambretchs,"Enrique Berni; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Francisco Santos, Elizardo Fernández, José Laguna, Martín Salvarredi y Abelardo González.","Carlés; Galliazi y Enrique Bernini; Paganini, Luciani y Annaratone; Mignaverry, Pisa, L Felisari, Dolhagaray y A Felisari.",foto,11 GOL Mario Bassadone (HUR)</br>25 GOL Pisa (COM)</br>30 LES Lorenzo Carlés (COM) -volvió a los 50m-</br>33 GOL José Laguna (HUR)</br>34 GOL Francisco Santos (HUR)</br>35 GOL Elizardo Fernández (HUR)</br>42 GOL Abelardo González (HUR)</br>1° Tiempo: Comercio 1x5 Huracán</br>47 GOL Abelardo González (HUR)</br>60 GOL José Laguna (HUR)</br>66 GOL Martín Salvarredi (HUR)</br>67 LES Lorenzo Carlés (COM)</br>71 GOL José Laguna (HUR)</br>75 GOL José Laguna (HUR),45,90,0,0
12/04/1914,A Alberti,visitante,derrota,1,4,Racing Club,3° fecha del Campeonato 1914,Racing,Lambretchs,"Enrique Berni; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Francisco Santos, Elizardo Fernández, José Laguna, Martín Salvarredi y Abelardo González.","Muttoni; Ochoa y Reyes; Viazzi, Olazar y Betular; Canaveri, Ohaco, Marcovecchio, Hospital y Perinetti.",foto,12 GOL Betular (RAC)</br>21 GOL Ohaco (RAC)</br>30 GOL Marcovecchio (RAC)</br>44 GOL Francisco Santos (HUR)</br>74 GOL Perinetti (RAC),45,90,0,0
03/05/1914,A Alberti,visitante,derrota,2,6,Estudiantes,4° fecha del Campeonato 1914,Estudiantes,Gil,"Enrique Berni; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Vicente Chiarante, Elizardo Fernández, Benito Crespo, Martín Salvarredi y Abelardo González.","Croce; Krieger y Parkinson; Spinelli, Ivanisevich y J Susan; Caminal, M Susan, Maiztegui, Querido y Ochandío.",foto,9 GOL M Susán (EST)</br>30 GOL Agustín Alberti (HUR)</br>49 EXP Ivanisevich (EST)</br>55 GOL Ochandio (EST)</br>64 GOL Maiztegui (EST)</br>69 GOL Maiztegui (EST)</br>80 GOL Elizardo Fernández (HUR)</br>85 GOL Ochandio (EST)</br>89 GOL Krieger (EST),45,90,0,0
10/05/1914,A Alberti,visitante,derrota,0,2,San Isidro,Fase preliminar de Copa Competencia 1914,San Isidro,Germán Guassoni,"Vicente René; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Vicente Chiarante, Elizardo Fernández, José Laguna, Martín Salvarredi y Abelardo González.","Wilson; Lanusse y Juan Idiarte; Hoben, Morroni y Tiberio; Elías Fernández, Rossi, Pieretti, Malbrán y Meira.",foto,59 GOL Malbrán (SIS)</br>64 GOL Malbrán (SIS),45,90,0,0
17/05/1914,A Alberti,visitante,derrota,1,3,Quilmes,5° fecha del Campeonato 1914,Quilmes,Rolón,"Vicente René; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Ernesto Dellisola, Elizardo Fernández, José Laguna, Martín Salvarredi y Abelardo González.","C Pearson; Hardfield y Brown; Noni, Crocker y Reid; Hoare, Darrington, Raggi, Williams y E Pearson.",foto,20 GOL Hoare (QAC)</br>52 GOL Raggi (QAC)</br>81 GOL Raggi (QAC)</br>73 GOL Abelardo González (HUR),45,90,0,0
21/05/1914,A Alberti,local,empate,0,0,Boca Juniors,6° fecha del Campeonato 1914,Caballito,Mac Carthy,"Vicente René; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Ernesto Dellisola, A Repetto, José Laguna, Martín Salvarredi y Abelardo González.","Bruzán; Garibaldi y Lamelas; Pieralini, Vergara y Capellini; Cotero, Bertolini, Martínez, Dávila y Taggino.",foto,80 Partido suspendido,45,80,0,0
31/05/1914,A Alberti,visitante,/,/,/,Ferro C. Oeste,Amistoso 1914,Caballito,desconocido,"-","Estrach; Pini y Rezoagli; Caprile, Elordi y Lamique; Pucciarello, Roldán, Hark, Alessi y Moggio.",foto,sin datos,45,90,0,0
07/06/1914,A Alberti,visitante,empate,1,1,Estudiantil Porteño,7° fecha del Campeonato 1914,Ituzaingó,Germán Guassoni,"Vicente René; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Ernesto Dellisola, Martín Salvarredi, José Laguna, Abelardo González y Domínguez.","Peña; Lennie y Bonnesserre; Mariani, Chagneaud y Pallares; Rogers, Matozzi, Weiss, Laborde y Costas.",foto,15 GOL Costas (EPO)</br>54 GOL José Laguna (HUR),45,90,0,0
26/07/1914,A Alberti,visitante,victoria,2,0,Belgrano,8° fecha del Campeonato 1914,Belgrano,Vaccarezza,"Vicente René; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Ernesto Dellisola, José Laguna, Martín Caracoche, Martín Salvarredi y Abelardo González.","Peterson; Cullerme y C Morgan; A Dickinson, Mallet y Hughes; Forrester, Vignoles, C Dickinson, Hulme y A Morgan.",foto,21 GOL Martín Salvarredi (HUR)</br>54 GOL José Laguna (HUR),45,90,0,0
02/08/1914,A Alberti,local,victoria,1,0,River Plate,9° fecha del Campeonato 1914,Chiclana 4100,Germán Guassoni,"Athos Isola; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Ernesto Dellisola, José Laguna, Martín Caracohe, Martín Salvarredi y Abelardo González.","Carlos Isola; Chiappe y Lanata; Peruzzi, García y Simmons; Fraga Patrao, Ameal, Penney, A Martínez y Gianetto.",foto,25 LES Félix Florio (HUR)</br>73 GOL José Laguna (HUR),45,90,0,0
09/08/1914,A Alberti,local,derrota,1,2,Boca Juniors,6° fecha del Campeonato 1914,Chiclana 4100,Mac Carthy,"Genaro Dorio; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Ernesto Dellisola, José Laguna, Martín Caracoche, Martín Salvarredi y Abelardo González.","Bruzán; Garibaldi y Lamelas; Capellini, Delgado y Romano; Montero, Bertolini, Donato Abbatángelo, Cotero y Taggino.",foto,18 GOL Bertolini (BJU)</br>25 GOL José Laguna (HUR)</br>81 GOL Donato Abbatángelo (BJU),45,90,0,0
16/08/1914,A Alberti,local,empate,1,1,San Isidro,10° fecha del Campeonato 1914,Chiclana 4100,Rolón,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, José Laguna, Martín Caracoche, Martín Salvarredi y Abelardo González.","Wilson; Juan Idiarte y Rossi; Hoben, Morroni y Echeverría; Meira, Janon, Gazcón, Cevasco y Casserley.",foto,22 GOL Martín Caracoche (HUR)</br>35 GOL Casserley (SIS),45,90,0,0
06/09/1914,A Alberti,visitante,derrota,3,5,Estudiantes,Amistoso 1914,Estudiantes,desconocido,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, José Laguna, Martín Caracoche, Martín Salvarredi y Abelardo González.","Croce; Parkinson y Krieger; Spinelli, Ivanisevich y Vaccari; Brownas, Susán, Maiztegui, Querido y Ochandio.",foto,sin datos,45,90,0,0
13/09/1914,A Alberti,local,derrota,1,2,Banfield,11° fecha del Campeonato 1914,Chiclana 4100,Germán Guassoni,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, José Laguna, Martín Caracoche, Martín Salvarredi y Abelardo González.","Sciamarella; Meriggi y Rohm; Paola, Ochoa y Nai Foino; Alzúa, Gobernori, Colla, Marini y Lennie.",foto,42 GOL Marini (BAN)</br>63 GOL Marini (BAN)</br>53 GOL Martín Caracoche (HUR)</br>85 LES Mario Bassadone (HUR),45,90,0,0
20/09/1914,Laguna,local,victoria,2,1,Estudiantil Porteño,Amistoso 1914,Chiclana 4100,Campodónico,"Francisco Pazos; Pedro Martínez y Félix Spalasso; Francisco Santos, Mario Bassadone y Vicente Chiarante; Abelardo González, Carlos Chiarante, Martín Caracoche, José Laguna y Martín Salvarredi.","Peña; Garaza y Franceschi; Pallares, Mariani y Lanz; Luperne, Matozzi, Rogger, Juan Laurenzano y Costas.",foto,65 GOL Costas (EPO)</br>75 GOL Francisco Santos (HUR)</br>85 GOL Francisco Santos (HUR),45,90,0,0
11/10/1914,A Alberti,local,victoria,1,0,Boca Juniors,Amistoso 1914,Chiclana 4100,Cursach,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, Martín Caracoche, José Laguna, Martín Salvarredi y Abelardo González.","Bruzán; Lamelas y Rey; Capellini, Delgado y Frattini; Taggino, Romano, Donato Abbatángelo, Bertolini y Montero.",foto,85 GOL Abelardo González (HUR),45,90,0,0
18/10/1914,A Alberti,local,empate,0,0,Platense,12° fecha del Campeonato 1914,Chiclana 4100,Rolón,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, José Laguna, Carlos Chiarante, Martín Salvarredi y Abelardo González.","A Pérez; Ansaldo y Fiorentino; Colombo, Bellinzona y Perico; Pisa, Balmaceda, A Pérez, Rolandi y Sinigaglia.",foto,1° Tiempo: Huracán 0x0 Platense,45,90,0,0
01/11/1914,A Alberti,local,empate,1,1,Argentino de Quilmes,Amistoso 1914,Chiclana 4100,Cursach,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, Martín Caracoche, José Laguna, Martín Salvarredi y Abelardo González.","Muttoni; Ferro y R Martínez; Badaracco, Basano y R Pozo; Calomino, Laurenzano, Guillermo Dannaher, J Pozo y Polimeni.",foto,25 GOL R Martínez (ADQ)</br>62 GOL Abelardo González (HUR),45,90,0,0
08/11/1914,A Alberti,local,victoria,1,0,Ferro C. Oeste,Amistoso 1914,Chiclana 4100,desconocido,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Ernesto Dellisola, José Laguna, Martín Caracoche, Martín Salvarredi y Abelardo González.","Estrach; Roldán y A Pini; Lamique, Caprile y Elordi; Alessi, J Pini, E Moggio, Angeletti y A Moggio.",foto,GOL Agustín Alberti (HUR),45,90,0,0
11/11/1914,A Alberti,local,victoria,1,0,Tigre,Amistoso 1914,Chiclana 4100,desconocido,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, José Laguna, Martín Caracoche, Martín Salvarredi y Abelardo González.","Calzetta; Dell'Armellina y Hammerer; Ferreyra, Voena y Lestrada; Crespo, Alonso, Mux, Magaldi y Rodríguez.",foto,4 GOL Agustín Alberti (HUR),45,90,0,0
29/11/1914,A Alberti,local,victoria,1,0,Banfield,Copa Jorge Newbery 1914 (amistoso),Chiclana 4100,José Alessi,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, Martín Salvarredi, Martín Caracoche, José Laguna y Abelardo González.","Rotondo; Bisso y Meriggi; Paola, Ochoa, Lennie; López, Miguel Ginevra, Alzúa, Marini y Miranda.",foto,GOL Martín Caracoche (HUR),45,90,0,0
06/12/1914,A Alberti,local,victoria,5,1,Floresta,Amistoso 1914,Chiclana 4100,Félix Florio,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, Martín Salvarredi, Martín Caracoche, José Laguna y Abelardo González.","Athos Isola; Beltrán y Beretta; Laurenzano, Cortona y Chiappe; Albertoni, Ramos, Hegoburu, Rocca y Salas.",foto,GOL Francisco Santos (HUR)</br>GOL José Laguna (HUR)</br>GOL Martín Salvarredi (HUR)</br>GOL Martín Caracoche (HUR)</br>GOL Abelardo González (HUR),45,90,0,0
08/12/1914,A Alberti,local,victoria,4,0,River Plate,Amistoso 1914,Chiclana 4100,Sparnocchia,"Cándido Blanco; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Francisco Santos, José Laguna, Martín Caracoche, Martín Salvarredi y Abelardo González.","Carlos Isola; Peruzzi y Gianneto; Penney, Martín (Fernández) y Lanata; Fraga Patrao, Simmons (Di Stéfano), García, Elli y Chiappe (Juan Idiarte).",foto,31 GOL Martín Caracoche (HUR)</br>38 GOL Martín Caracoche (HUR)</br>GOL Vicente Chiarante (HUR)</br>GOL Francisco Santos (HUR),45,90,0,0
14/03/1915,A Alberti,visitante,empate,1,1,Ferro C. Oeste,Amistoso 1915,Caballito,Aquila,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Félix Florio, Mario Bassadone y Pedro Martínez; Eduardo Acevedo, José Laguna, Abelardo González, Martín Salvarredi y Luis Caldera.","Estrach; A Pini y D'Armelina; Lamique, Caprile y Elordi; A Moggio, J Pini, E Moggio, Angeletti y Crespo.",foto,40 GOL Eduardo Acevedo (HUR)</br>60 GOL Moggio (FCO)</br>,45,90,0,0
01/04/1915,A Alberti,local,victoria,3,1,San Lorenzo de Almagro,Amistoso 1915,Chiclana 4100,Cursach,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Ángel Angotti, Mario Bassadone y Pedro Martínez; Eduardo Acevedo, Abelardo González, José Laguna, Martín Salvarredi y Luis Caldera.","José Coll; Alberto Coll y José De Campo; Juan Monti, Nicolás Romeo y Sebastián Calcagno; José Colombo, Federico Braña, Francisco Xarau, Cayetano Urio y Luis Gianella.",foto,22 GOL Luis Gianella (SLA)</br>50 GOL Eduardo Acevedo (HUR)</br>70 GOL Martín Salvarredi (HUR)</br>85 GOL José Laguna (HUR),45,90,0,0
05/04/1915,A Alberti,local,victoria,4,1,Estudiantes (La Plata),Amistoso 1915,Chiclana 4100,Luis Gil,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Eduardo Acevedo, Abelardo González, José Laguna, Martín Salvarredi y Luis Caldera.","Suárez; Aranguren y Galup; Vampa, Echevarría y López; Lamas, Lazcano, Leonardi, Duarte Indart y Valenciani.",foto,5 GOL Luis Caldera (HUR)</br>20 GOL Lazcano (ELP)</br>25 GOL Eduardo Acevedo (HUR)</br>29 GOL Eduardo Acevedo (HUR)</br>50 EXP Abelardo González (HUR)</br>50 EXP Duarte Indart (ELP)</br>55 GOL Luis Caldera (HUR),45,90,0,0
11/04/1915,A Alberti,visitante,derrota,0,1,Estudiantes,1° fecha del Campeonato 1915,Estudiantes,Hugo Gondra,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Eduardo Acevedo, José Laguna, Abelardo González, Martín Salvarredi y Luis Caldera.","Marcos Croce; Maximiliano Susan y Carlos Krieger; José Susan, Oscar Ivanisevich y Amílcar Spinelli; L Brownas, C Antequeda, Arturo Maiztegui, Alberto Ochandío y A Meira.",foto,72 GOL M Susan (EST),45,90,0,0
18/04/1915,A Alberti,local,derrota,0,1,Argentino de Quilmes,Amistoso 1915,Chiclana 4100,Hugo Gondra,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Eduardo Acevedo, José Laguna, Abelardo González, Martín Salvarredi y Luis Caldera.","Rotondo; Oteiza y Cortona; Pozo, A Cortona y Brana; Polimeni, Cincotta, Miguel Ginevra, Broggi y Landi.",foto,GOL Cincotta (ADQ),45,90,0,0
25/04/1915,A Alberti,local,victoria,1,0,Independiente,2° fecha del Campeonato 1915,Chiclana 4100,Patricio Mac Carthy,"Francisco Pazos; Agustín Alberti y Félix Spalasso; Vicente Chiarante, Mario Bassadone y Pedro Martínez; Eduardo Acevedo, José Laguna, Luis Cevasco, Martín Salvarredi y Luis Caldera.","Segundino Miguens; Antonio Ferro y Roberto Sande; Juan Cánepa, Ernesto Sande y Victorio Capelletti; Pascual Garré, Albérico Zabaleta, Nicolás Capelletti, Aníbal Arroyuelo y Agustín Gurutchague.",foto,37 GOL José Laguna (HUR),45,90,0,0
02/05/1915,A Alberti,visitante,derrota,1,4,Gimnasia y Esgrima (La Plata),Amistoso 1915,El Bosque (La Plata),desconocido,-,-,foto,sin datos,45,90,0,0
09/05/1915,A Alberti,visitante,empate,1,1,Floresta,Amistoso 1915,Floresta,desconocido,-,-,foto,sin datos,45,90,0,0
